ClosestIndex	B_r
3280	16.891975536902
4768	-12.3670064229792
4779	-10.9672733407482
4790	-21.0284818745933
8144	-7.47240642650243
8155	-0.388440078541038
8166	2.91936288969485
8178	-5.35871282558358
8384	-15.6178006280502
14301	8.85827418632356
14312	11.0111877837697
14346	2.84463349670832
14438	8.76081907054502
14449	1.27251385890523
14461	18.5554787374413
14472	16.0938147141442
14507	15.6236661445593
14552	31.6066144314831
14564	33.5967336849968
14575	34.4594141221565
14587	38.0920054558265
14598	22.9430520499637
14610	26.7712035072492
14621	27.1112376983209
14633	12.5421264090565
14644	23.9631539388939
14655	2.74086977660717
14701	24.0178203497934
14713	15.9500675678756
14724	15.4775540703921
14735	24.2345371084463
14747	8.4724793034721
14758	10.1963761349266
14770	11.3088703872811
14781	10.1460029395016
14793	14.1950554278201
14804	5.12948755144729
14816	9.82673621646089
14827	4.37535940351993
14850	11.9223840519877
14861	8.24877454364008
14873	6.20517754274664
14884	9.60607749230409
15022	4.98821288768816
15033	21.9813437200168
15044	22.916879059844
15056	10.9108071947273
15067	13.749812075078
15605	7.76522994927712
15823	11.6035394784066
16269	-1.33863122349089
16280	-12.6167914507929
16292	4.08429463774997
16303	-4.04907356168697
16315	4.2689914380967
16338	2.08544142020503
16349	9.30755256390754
16361	8.14367812828004
16372	9.35006833837129
16383	13.4746216709741
16395	13.2776766971427
16406	17.5145181934492
16418	28.5247547292821
16429	30.1003579161347
16441	23.0935770961483
16452	36.3351594601964
16464	25.2290903042644
16475	29.7355961929233
16487	28.8430937247837
16498	33.7679207212757
16509	36.7175436394714
16521	29.3803298680374
16544	3.25249174580147
16692	2.88876086531585
40886	-0.194018537027958
40966	24.876940105636
40977	25.7441334168036
40989	29.0200459093255
41000	17.7692374350863
43094	17.9772404744905
44010	12.2576658585341
44021	22.4206695119313
44033	30.3184816575101
44044	32.9250953052825
44056	31.8649102130052
44365	5.84534155683904
44376	2.95316282924358
44388	11.5804955218909
44399	-2.06902340952026
44410	12.45108620597
44422	8.25244779611825
44433	16.0891173920077
44445	26.1302924974123
44456	16.30276259266
44468	19.281326879645
44719	-8.14944965600183
44742	-16.761025102333
46654	11.038826045163
46665	-1.85090051134439
46676	6.78376979471572
46688	20.798170697016
46699	28.3325566049218
46711	8.90043265712816
46722	15.3074242218171
46734	23.6755901854226
46745	26.2870252830559
46757	28.2648479601274
46768	23.9774737687061
46779	7.91027302149423
46791	15.562324257703
46802	11.049959241523
46814	6.63416628376512
46848	2.32481271844779
47180	9.21620881534556
47283	14.5389822439013
47420	-8.233248269302
47455	-5.02037869524683
49022	-9.10284016321059
49080	-17.5373731406098
50064	20.1007413588441
50075	4.86563993849082
50087	5.7672685104813
50167	9.2644287433686
50178	15.2110306082812
50190	23.4944787205491
51346	-20.0082468087278
51357	11.2190141263214
51369	-7.4359567700783
51380	24.9613735846781
51391	-7.4450208194852
51735	6.24999805885447
51746	-3.79518237387563
51849	3.38470754295338
51861	28.6360358124603
51872	13.4157619426455
51884	7.93509575543698
51895	13.1238524588994
51906	11.4155382012886
52078	1.98915159214251
52101	-3.81600677312327
52410	0.0367217242277797
52456	24.0434073998101
53291	1.41063799501543
53303	-0.67447219860054
53486	19.6479220910112
53680	8.61862163589528
53692	19.9201964693322
53703	28.9555346087009
54687	1.18900575011963
54699	3.14516519070105
54756	9.5688518593096
54768	5.19841157557042
54779	5.19149221856944
55157	16.1120050494582
55168	24.8972938363042
55180	-0.187235679958714
55408	3.67325677943855
55420	13.7866606449553
55431	11.0103608016488
55443	-3.17784763152826
65113	4.95675800231293
65136	36.2327844052281
66166	2.78653836531748
66212	7.81794385777615
66235	11.3482235724169
66246	48.1393659000593
66258	35.5737115170042
69840	24.9306650015304
69851	0.307621663795796
70034	19.788228593959
70046	14.8134880402124
70057	13.1668449114473
70069	12.9091261142739
70080	16.0935772710424
70091	11.1851697791888
70103	13.8616692972046
70114	18.7512950891003
70126	2.43955608431788
70137	4.45995919164152
71076	12.3747164292568
71087	1.9124379124874
71980	2.1120770989528
72083	31.3761820860944
72106	7.61967122396651
73445	9.34334121265907
73467	31.1490168263604
73490	36.55017387207
73502	28.4253554472271
73513	13.8716725257001
73525	18.9432329032654
73536	18.2553422158908
73548	18.7081733003027
73559	4.95768131799201
73925	2.21713726023094
74669	25.0100356745375
74681	22.0061782611502
76775	4.10599673245023
76786	4.09786127121551
77130	13.9612754253601
77359	-3.06758450760872
77370	18.0723675068058
77381	26.165804426066
77393	14.2635131906414
77404	2.84911531830449
77416	3.68623334643225
77427	1.24657271191921
77439	-10.712159131483
77450	-13.3951942808823
77461	-13.3115471092653
77473	-20.046989254102
77484	1.47917362141148
77496	-7.02318411322121
77507	-9.97961350236219
77519	-14.0272776867147
77530	-9.95652881511771
77542	-20.934347020631
77668	-13.7436246060414
77702	-22.2029651505693
77713	-21.2094467920034
79052	-3.92125189295524
79064	-19.8884253432094
79075	-22.1473735416855
79087	-17.765706848683
81444	6.35995847235028
81456	9.6090775548961
81467	-14.9822685951483
81478	-11.7356632217486
81490	-10.6092154503924
87166	23.8109272023383
87178	23.8530443297749
87189	19.1291654326117
87212	28.6596573796533
87223	40.3492056217637
87235	30.8062365133688
87246	26.9914202841059
90760	-8.88400595442253
90771	-2.06100189006082
91561	2.08415747371729
