ClosestIndex	B_r
98	5.3303084353269
281	-13.5646707901855
40771	35.5343825223038
43518	21.4245985388526
43529	26.9135282772033
43541	35.9133145434046
43552	40.9177098935487
43564	31.0590213084295
43575	33.3257936869258
43587	37.2565650547523
43598	38.8142564714053
43609	43.2010942813053
43621	34.7561929520371
43735	20.9749655279509
43747	25.572051895725
43758	27.0135555740818
43770	27.6007291702726
43781	36.2189856712569
43792	24.5487159483478
43804	21.9155898747105
43815	28.450789262961
43827	25.0230429954398
43838	27.8422844310817
43850	33.3336754057688
43861	41.6890494914316
43873	39.4661880166886
44536	26.5693244722882
44639	20.588862654476
44651	19.4046811949208
48107	2.24092501256496
48141	-14.861872312597
51300	-8.96367228279534
51311	-11.7817505895114
51334	-11.8012611931131
51426	-11.0881245366441
51437	2.14115358961662
51449	0.462333621083663
58464	1.86348767963691
58475	19.1907264521409
58487	13.5911952205592
58498	9.31703346672005
60719	1.36818166490463
61703	5.52156005916335
62881	-9.37856321868536
62927	12.8706510817285
62939	23.6647250244129
63156	-12.9590071526242
63168	8.62308629482335
63179	-14.6191938596481
63190	-5.50840873184375
63202	4.66285153389932
63225	-0.780281063359834
63740	4.22689396421969
63751	16.4502133403712
63763	13.5438903269173
63774	19.4513877861549
63786	14.5258697808316
63797	9.43302486860195
63809	8.27171357237292
63820	3.84046384856656
63831	10.4297141292756
63843	-1.47802176408321
63854	-2.84027447440492
63866	-4.33903410328269
63877	0.692508249075773
63889	2.38255684405533
63900	0.336229252768403
63911	2.43716630172696
63923	12.2112003197764
63934	15.2875097190996
63946	19.8611562412502
63957	15.0312915065536
63969	14.4159267448008
63980	10.9284226974087
63992	9.13980121355277
64003	9.79770413516142
64015	18.9012082999419
64026	14.0977651476862
64037	2.87007698751185
64049	22.3692215215413
64060	22.5920492137142
64072	10.5554142559204
64083	-9.47890532877613
64186	4.42833344961451
75058	-1.77994831441591
75115	9.26841615134429
77072	-7.8074841484736
78789	7.46447915664971
78801	14.7649912016556
78812	4.39686937980433
78823	-9.28768462480415
78949	0.356424350224277
78961	40.4533696441886
78972	39.0093822790577
78984	27.9487309591088
78995	36.2229606355953
79006	41.6681118255127
79018	40.73185164031
79029	30.6172264495322
79041	35.680731879553
79052	34.856289272956
79064	35.5828353656794
79075	35.5872075134453
79087	32.2660304620512
79098	24.6426652202575
79110	26.1789729967182
79121	-3.823673322065
79132	0.782463727435544
79144	38.0218436192756
79155	24.0982627279758
79167	-2.2055247283115
81387	-6.0384435463515
81398	11.6924377357285
81410	-6.36643769572069
81879	-8.53103726064797
82005	-6.16053993359233
